 ,Mean
1,6.242
2,2.498
3,1.438
4,2.381
5,6.591
6,1850.289
7,2143.943
8,2066.189
9,2067.047
10,2051.546
11,5066.537
12,5053.453
13,5282.410
14,5378.222
15,4495.999
16,10822.231
17,11880.367
18,11520.038
19,11302.696
20,11442.938
21,22722.519
22,22793.452
23,22709.985
24,22764.460
25,22243.661
