X,x,Density
1,8640.497,925.0123587
2,8666.306,933.2892937
3,8689.082,940.593547
4,8624.913,920.0145767
5,8606.869,914.2278738
6,8726.589,952.6220254
7,8681.431,938.1398746
8,8614.777,916.763966
9,8796.386,975.0058928
10,8808.762,978.9748706
