X,x,Density
1,19910.554,1102.928818
2,19419.84,1062.426432
3,19823.955,1095.781139
4,20153.135,1122.950886
5,20287.046,1134.003586
6,19950.628,1106.236432
7,19938.636,1105.24664
8,19989.832,1109.472238
9,19897.458,1101.847904
10,20000.356,1110.340864
