Specimen.ID,Treatment.Group,Bone.Group,BoneDensity,Position
B4,Aquatic,Distal_Fin_Rays,2708.236698,Mid-Distal10
B4,Aquatic,Distal_Fin_Rays,2222.448321,Distal10
B4,Aquatic,Prop_Metap,9993.125786,propterygium
B4,Aquatic,Prop_Metap,9521.51802,propterygium
B4,Aquatic,Prop_Metap,9981.28995,propterygium
B4,Aquatic,Prop_Metap,9965.865545,propterygium
B4,Aquatic,Prop_Metap,9303.093148,propterygium
B4,Aquatic,Prop_Metap,11646.49062,metapterygium
B4,Aquatic,Prop_Metap,11566.76906,metapterygium
B4,Aquatic,Prop_Metap,10863.26026,metapterygium
B4,Aquatic,Prop_Metap,11719.95278,metapterygium
B4,Aquatic,Prop_Metap,10868.26692,metapterygium
B5,Aquatic,Radials,456.8986859,Dorsal1
B5,Aquatic,Radials,431.0697284,Dorsal1
B5,Aquatic,Radials,452.4179362,Dorsal1
B5,Aquatic,Radials,447.8243377,Dorsal1
B5,Aquatic,Radials,452.7050458,Dorsal1
B5,Aquatic,Radials,587.7524151,Dorsal2
B5,Aquatic,Radials,591.4482115,Dorsal2
B5,Aquatic,Radials,593.646424,Dorsal2
B5,Aquatic,Radials,593.1426572,Dorsal2
B5,Aquatic,Radials,574.5709337,Dorsal2
B5,Aquatic,Radials,559.2959835,Dorsal3
B5,Aquatic,Radials,542.8383035,Dorsal3
B5,Aquatic,Radials,531.0499742,Dorsal3
B5,Aquatic,Radials,567.6374384,Dorsal3
B5,Aquatic,Radials,546.7791251,Dorsal3
B5,Aquatic,Radials,577.4686837,Dorsal4
B5,Aquatic,Radials,576.9608644,Dorsal4
B5,Aquatic,Radials,584.2717172,Dorsal4
B5,Aquatic,Radials,584.3367144,Dorsal4
B5,Aquatic,Radials,587.1880156,Dorsal4
B5,Aquatic,Radials,623.4395833,Dorsal5
B5,Aquatic,Radials,623.3745861,Dorsal5
B5,Aquatic,Radials,594.3830582,Dorsal5
B5,Aquatic,Radials,647.8761681,Dorsal5
B5,Aquatic,Radials,743.747878,Dorsal5
B5,Aquatic,Radials,654.576952,Dorsal6
B5,Aquatic,Radials,664.9948861,Dorsal6
B5,Aquatic,Radials,617.5477566,Dorsal6
B5,Aquatic,Radials,664.5871343,Dorsal6
B5,Aquatic,Radials,678.1531431,Dorsal6
B5,Aquatic,Radials,589.0643597,Dorsal7
B5,Aquatic,Radials,565.7899299,Dorsal7
B5,Aquatic,Radials,613.1795439,Dorsal7
B5,Aquatic,Radials,546.5514013,Dorsal7
B5,Aquatic,Radials,575.0946517,Dorsal7
B5,Aquatic,Radials,597.0872195,Dorsal8
B5,Aquatic,Radials,567.4588132,Dorsal8
B5,Aquatic,Radials,594.7758466,Dorsal8
B5,Aquatic,Radials,598.0342761,Dorsal8
B5,Aquatic,Radials,584.6992643,Dorsal8
B5,Aquatic,Radials,661.5581431,Ventral7
B5,Aquatic,Radials,669.9073914,Ventral7
B5,Aquatic,Radials,662.8050905,Ventral7
B5,Aquatic,Radials,672.3433032,Ventral7
B5,Aquatic,Radials,668.8616701,Ventral7
B5,Aquatic,Radials,699.1699746,Ventral6
B5,Aquatic,Radials,699.451473,Ventral6
B5,Aquatic,Radials,677.5259285,Ventral6
B5,Aquatic,Radials,695.0360321,Ventral6
B5,Aquatic,Radials,707.3708362,Ventral6
B5,Aquatic,Radials,691.5280572,Ventral5
B5,Aquatic,Radials,689.4542277,Ventral5
B5,Aquatic,Radials,698.0876242,Ventral5
B5,Aquatic,Radials,686.989792,Ventral5
B5,Aquatic,Radials,696.0014811,Ventral5
B5,Aquatic,Radials,679.3753074,Ventral4
B5,Aquatic,Radials,707.3240756,Ventral4
B5,Aquatic,Radials,654.4067436,Ventral4
B5,Aquatic,Radials,698.4691901,Ventral4
B5,Aquatic,Radials,666.5258258,Ventral4
B5,Aquatic,Radials,779.7232468,Ventral3
B5,Aquatic,Radials,770.8153661,Ventral3
B5,Aquatic,Radials,791.5341771,Ventral3
B5,Aquatic,Radials,780.0588316,Ventral3
B5,Aquatic,Radials,794.5712735,Ventral3
B5,Aquatic,Radials,753.3199141,Ventral2
B5,Aquatic,Radials,762.1442494,Ventral2
B5,Aquatic,Radials,747.0607056,Ventral2
B5,Aquatic,Radials,745.1689305,Ventral2
B5,Aquatic,Radials,761.8721032,Ventral2
B5,Aquatic,Radials,705.5465521,Ventral1
B5,Aquatic,Radials,659.2949335,Ventral1
B5,Aquatic,Radials,737.2704536,Ventral1
B5,Aquatic,Radials,672.4079886,Ventral1
B5,Aquatic,Radials,760.2766339,Ventral1
B5,Aquatic,Proximal_Fin_Rays,538.655886,Dorsal1
B5,Aquatic,Proximal_Fin_Rays,562.1399588,Dorsal1
B5,Aquatic,Proximal_Fin_Rays,540.33568,Dorsal1
B5,Aquatic,Proximal_Fin_Rays,551.9877804,Dorsal1
B5,Aquatic,Proximal_Fin_Rays,520.1585118,Dorsal1
B5,Aquatic,Proximal_Fin_Rays,585.2234499,Dorsal2
B5,Aquatic,Proximal_Fin_Rays,628.6661635,Dorsal2
B5,Aquatic,Proximal_Fin_Rays,571.4401605,Dorsal2
B5,Aquatic,Proximal_Fin_Rays,589.1133024,Dorsal2
B5,Aquatic,Proximal_Fin_Rays,554.3708528,Dorsal2
B5,Aquatic,Proximal_Fin_Rays,635.2249511,Dorsal3
B5,Aquatic,Proximal_Fin_Rays,598.1109634,Dorsal3
B5,Aquatic,Proximal_Fin_Rays,674.3999872,Dorsal3
B5,Aquatic,Proximal_Fin_Rays,668.9406954,Dorsal3
B5,Aquatic,Proximal_Fin_Rays,616.5943094,Dorsal3
B5,Aquatic,Proximal_Fin_Rays,732.421075,Dorsal4
B5,Aquatic,Proximal_Fin_Rays,752.0293235,Dorsal4
B5,Aquatic,Proximal_Fin_Rays,705.5649445,Dorsal4
B5,Aquatic,Proximal_Fin_Rays,744.5632257,Dorsal4
B5,Aquatic,Proximal_Fin_Rays,753.7778556,Dorsal4
B5,Aquatic,Proximal_Fin_Rays,902.6889424,Dorsal5
B5,Aquatic,Proximal_Fin_Rays,851.1530723,Dorsal5
B5,Aquatic,Proximal_Fin_Rays,904.1625225,Dorsal5
B5,Aquatic,Proximal_Fin_Rays,887.692529,Dorsal5
B5,Aquatic,Proximal_Fin_Rays,936.4483298,Dorsal5
B5,Aquatic,Proximal_Fin_Rays,1036.582729,Ventral5
B5,Aquatic,Proximal_Fin_Rays,1016.475702,Ventral5
B5,Aquatic,Proximal_Fin_Rays,1038.889582,Ventral5
B5,Aquatic,Proximal_Fin_Rays,1009.034076,Ventral5
B5,Aquatic,Proximal_Fin_Rays,1030.008199,Ventral5
B5,Aquatic,Proximal_Fin_Rays,986.0813581,Ventral4
B5,Aquatic,Proximal_Fin_Rays,977.2436181,Ventral4
B5,Aquatic,Proximal_Fin_Rays,1000.171864,Ventral4
B5,Aquatic,Proximal_Fin_Rays,981.2182631,Ventral4
B5,Aquatic,Proximal_Fin_Rays,988.9809785,Ventral4
B5,Aquatic,Proximal_Fin_Rays,1017.580186,Ventral3
B5,Aquatic,Proximal_Fin_Rays,1036.996872,Ventral3
B5,Aquatic,Proximal_Fin_Rays,1002.015632,Ventral3
B5,Aquatic,Proximal_Fin_Rays,1036.652091,Ventral3
B5,Aquatic,Proximal_Fin_Rays,1063.931404,Ventral3
B5,Aquatic,Proximal_Fin_Rays,1047.306477,Ventral2
B5,Aquatic,Proximal_Fin_Rays,1087.448521,Ventral2
B5,Aquatic,Proximal_Fin_Rays,1016.072782,Ventral2
B5,Aquatic,Proximal_Fin_Rays,1073.575919,Ventral2
B5,Aquatic,Proximal_Fin_Rays,1042.93016,Ventral2
B5,Aquatic,Proximal_Fin_Rays,988.6480436,Ventral1
B5,Aquatic,Proximal_Fin_Rays,1023.416991,Ventral1
B5,Aquatic,Proximal_Fin_Rays,958.5238197,Ventral1
B5,Aquatic,Proximal_Fin_Rays,978.8412695,Ventral1
B5,Aquatic,Proximal_Fin_Rays,962.0932067,Ventral1
B5,Aquatic,Distal_Fin_Rays,433.4186656,Proximal1
B5,Aquatic,Distal_Fin_Rays,400.8421638,Mid-Proximal1
B5,Aquatic,Distal_Fin_Rays,396.5557819,Mid1
B5,Aquatic,Distal_Fin_Rays,364.1039748,Mid-Distal1
B5,Aquatic,Distal_Fin_Rays,314.2572508,Distal1
B5,Aquatic,Distal_Fin_Rays,482.3613527,Proximal2
B5,Aquatic,Distal_Fin_Rays,445.7010979,Mid-Proximal2
B5,Aquatic,Distal_Fin_Rays,326.7890726,Mid2
B5,Aquatic,Distal_Fin_Rays,325.5187449,Mid-Distal2
B5,Aquatic,Distal_Fin_Rays,319.1982801,Distal2
B5,Aquatic,Distal_Fin_Rays,545.9556721,Proximal3
B5,Aquatic,Distal_Fin_Rays,487.5611235,Mid-Proximal3
B5,Aquatic,Distal_Fin_Rays,413.2648776,Mid3
B5,Aquatic,Distal_Fin_Rays,377.6021808,Mid-Distal3
B5,Aquatic,Distal_Fin_Rays,348.5015449,Distal3
B5,Aquatic,Distal_Fin_Rays,531.2416923,Proximal4
B5,Aquatic,Distal_Fin_Rays,464.7592867,Mid-Proximal4
B5,Aquatic,Distal_Fin_Rays,444.3554858,Mid4
B5,Aquatic,Distal_Fin_Rays,431.3054015,Mid-Distal4
B5,Aquatic,Distal_Fin_Rays,343.6852104,Distal4
B5,Aquatic,Distal_Fin_Rays,702.2583517,Proximal5
B5,Aquatic,Distal_Fin_Rays,542.3613461,Mid-Proximal5
B5,Aquatic,Distal_Fin_Rays,484.9020081,Mid5
B5,Aquatic,Distal_Fin_Rays,452.2008115,Mid-Distal5
B5,Aquatic,Distal_Fin_Rays,347.4104659,Distal5
B5,Aquatic,Distal_Fin_Rays,836.2486213,Proximal6
B5,Aquatic,Distal_Fin_Rays,746.7561387,Mid-Proximal6
B5,Aquatic,Distal_Fin_Rays,499.0059188,Mid6
B5,Aquatic,Distal_Fin_Rays,470.2316714,Mid-Distal6
B5,Aquatic,Distal_Fin_Rays,396.7116504,Distal6
B5,Aquatic,Distal_Fin_Rays,837.7126934,Proximal7
B5,Aquatic,Distal_Fin_Rays,615.769142,Mid-Proximal7
B5,Aquatic,Distal_Fin_Rays,568.5149776,Mid7
B5,Aquatic,Distal_Fin_Rays,523.7704509,Mid-Distal7
B5,Aquatic,Distal_Fin_Rays,444.99969,Distal7
B5,Aquatic,Distal_Fin_Rays,876.5192565,Proximal8
B5,Aquatic,Distal_Fin_Rays,691.8918541,Mid-Proximal8
B5,Aquatic,Distal_Fin_Rays,603.9434042,Mid8
B5,Aquatic,Distal_Fin_Rays,554.114761,Mid-Distal8
B5,Aquatic,Distal_Fin_Rays,486.0502908,Distal8
B5,Aquatic,Distal_Fin_Rays,662.0386854,Proximal9
B5,Aquatic,Distal_Fin_Rays,624.833047,Mid-Proximal9
B5,Aquatic,Distal_Fin_Rays,589.12094,Mid9
B5,Aquatic,Distal_Fin_Rays,507.3609343,Mid-Distal9
B5,Aquatic,Distal_Fin_Rays,440.5496463,Distal9
B5,Aquatic,Distal_Fin_Rays,642.9837699,Proximal10
B5,Aquatic,Distal_Fin_Rays,581.1264482,Mid-Proximal10
B5,Aquatic,Distal_Fin_Rays,517.8525942,Mid10
B5,Aquatic,Distal_Fin_Rays,522.0817723,Mid-Distal10
B5,Aquatic,Distal_Fin_Rays,445.59199,Distal10
B5,Aquatic,Prop_Metap,1096.988293,propterygium
B5,Aquatic,Prop_Metap,1105.878716,propterygium
B5,Aquatic,Prop_Metap,1048.789877,propterygium
B5,Aquatic,Prop_Metap,1096.985331,propterygium
B5,Aquatic,Prop_Metap,1045.016303,propterygium
B5,Aquatic,Prop_Metap,1193.232216,metapterygium
B5,Aquatic,Prop_Metap,1164.566765,metapterygium
B5,Aquatic,Prop_Metap,1157.19263,metapterygium
B5,Aquatic,Prop_Metap,1150.2808,metapterygium
B5,Aquatic,Prop_Metap,1170.076558,metapterygium
C2,Aquatic,Radials,1795.972755,Dorsal1
C2,Aquatic,Radials,2014.533415,Dorsal1
C2,Aquatic,Radials,1702.511017,Dorsal1
C2,Aquatic,Radials,1361.483066,Dorsal1
C2,Aquatic,Radials,1299.978156,Dorsal1
C2,Aquatic,Radials,2640.536195,Dorsal2
C2,Aquatic,Radials,2376.604252,Dorsal2
C2,Aquatic,Radials,2305.236479,Dorsal2
C2,Aquatic,Radials,2565.862755,Dorsal2
C2,Aquatic,Radials,2543.12336,Dorsal2
C2,Aquatic,Radials,1397.397134,Dorsal3
C2,Aquatic,Radials,1426.907204,Dorsal3
C2,Aquatic,Radials,1463.311391,Dorsal3
C2,Aquatic,Radials,1114.451703,Dorsal3
C2,Aquatic,Radials,1032.666827,Dorsal3
C2,Aquatic,Radials,2108.84024,Dorsal4
C2,Aquatic,Radials,2201.526387,Dorsal4
C2,Aquatic,Radials,2482.110682,Dorsal4
C2,Aquatic,Radials,1644.650999,Dorsal4
C2,Aquatic,Radials,1224.9916,Dorsal4
C2,Aquatic,Radials,1488.12933,Dorsal5
C2,Aquatic,Radials,1378.928671,Dorsal5
C2,Aquatic,Radials,1363.270956,Dorsal5
C2,Aquatic,Radials,1471.761681,Dorsal5
C2,Aquatic,Radials,1576.535139,Dorsal5
C2,Aquatic,Radials,1076.753777,Dorsal6
C2,Aquatic,Radials,1112.470875,Dorsal6
C2,Aquatic,Radials,1229.072666,Dorsal6
C2,Aquatic,Radials,1032.740739,Dorsal6
C2,Aquatic,Radials,1074.999867,Dorsal6
C2,Aquatic,Radials,1364.530906,Ventral5
C2,Aquatic,Radials,1236.917649,Ventral5
C2,Aquatic,Radials,1213.184961,Ventral5
C2,Aquatic,Radials,1352.013565,Ventral5
C2,Aquatic,Radials,1402.034167,Ventral5
C2,Aquatic,Radials,1678.289361,Ventral4
C2,Aquatic,Radials,1677.970102,Ventral4
C2,Aquatic,Radials,1567.013613,Ventral4
C2,Aquatic,Radials,1744.003769,Ventral4
C2,Aquatic,Radials,1845.642613,Ventral4
C2,Aquatic,Radials,2659.884684,Ventral3
C2,Aquatic,Radials,2617.044631,Ventral3
C2,Aquatic,Radials,2546.936809,Ventral3
C2,Aquatic,Radials,2660.99566,Ventral3
C2,Aquatic,Radials,2442.193683,Ventral3
C2,Aquatic,Radials,2857.525132,Ventral2
C2,Aquatic,Radials,2844.410932,Ventral2
C2,Aquatic,Radials,2728.723341,Ventral2
C2,Aquatic,Radials,2819.237642,Ventral2
C2,Aquatic,Radials,2800.055214,Ventral2
C2,Aquatic,Radials,2040.692704,Ventral1
C2,Aquatic,Radials,1813.585572,Ventral1
C2,Aquatic,Radials,1580.547476,Ventral1
C2,Aquatic,Radials,2133.052105,Ventral1
C2,Aquatic,Radials,2231.690334,Ventral1
C2,Aquatic,Proximal_Fin_Rays,2599.489214,Dorsal1
C2,Aquatic,Proximal_Fin_Rays,3568.465448,Dorsal1
C2,Aquatic,Proximal_Fin_Rays,3671.333526,Dorsal1
C2,Aquatic,Proximal_Fin_Rays,3428.321604,Dorsal1
C2,Aquatic,Proximal_Fin_Rays,4088.949512,Dorsal1
C2,Aquatic,Proximal_Fin_Rays,3808.661823,Dorsal2
C2,Aquatic,Proximal_Fin_Rays,3760.795213,Dorsal2
C2,Aquatic,Proximal_Fin_Rays,5122.014294,Dorsal2
C2,Aquatic,Proximal_Fin_Rays,3877.165862,Dorsal2
C2,Aquatic,Proximal_Fin_Rays,3746.140966,Dorsal2
C2,Aquatic,Proximal_Fin_Rays,3926.641247,Dorsal3
C2,Aquatic,Proximal_Fin_Rays,3940.052245,Dorsal3
C2,Aquatic,Proximal_Fin_Rays,3867.183013,Dorsal3
C2,Aquatic,Proximal_Fin_Rays,3535.253277,Dorsal3
C2,Aquatic,Proximal_Fin_Rays,3418.613091,Dorsal3
C2,Aquatic,Proximal_Fin_Rays,4402.590092,Dorsal4
C2,Aquatic,Proximal_Fin_Rays,4544.288957,Dorsal4
C2,Aquatic,Proximal_Fin_Rays,4405.776925,Dorsal4
C2,Aquatic,Proximal_Fin_Rays,3870.312252,Dorsal4
C2,Aquatic,Proximal_Fin_Rays,3700.488629,Dorsal4
C2,Aquatic,Proximal_Fin_Rays,6266.202394,Dorsal5
C2,Aquatic,Proximal_Fin_Rays,6408.223398,Dorsal5
C2,Aquatic,Proximal_Fin_Rays,6686.633927,Dorsal5
C2,Aquatic,Proximal_Fin_Rays,5941.119933,Dorsal5
C2,Aquatic,Proximal_Fin_Rays,5775.314982,Dorsal5
C2,Aquatic,Proximal_Fin_Rays,8153.245978,Ventral5
C2,Aquatic,Proximal_Fin_Rays,7772.414296,Ventral5
C2,Aquatic,Proximal_Fin_Rays,7501.324075,Ventral5
C2,Aquatic,Proximal_Fin_Rays,8225.220209,Ventral5
C2,Aquatic,Proximal_Fin_Rays,8092.127328,Ventral5
C2,Aquatic,Proximal_Fin_Rays,8654.043287,Ventral4
C2,Aquatic,Proximal_Fin_Rays,7694.38182,Ventral4
C2,Aquatic,Proximal_Fin_Rays,7483.578025,Ventral4
C2,Aquatic,Proximal_Fin_Rays,9528.976858,Ventral4
C2,Aquatic,Proximal_Fin_Rays,9270.382669,Ventral4
C2,Aquatic,Proximal_Fin_Rays,8317.230019,Ventral3
C2,Aquatic,Proximal_Fin_Rays,8116.037212,Ventral3
C2,Aquatic,Proximal_Fin_Rays,8644.808192,Ventral3
C2,Aquatic,Proximal_Fin_Rays,8784.504152,Ventral3
C2,Aquatic,Proximal_Fin_Rays,9231.023366,Ventral3
C2,Aquatic,Proximal_Fin_Rays,5842.456171,Ventral2
C2,Aquatic,Proximal_Fin_Rays,6050.739296,Ventral2
C2,Aquatic,Proximal_Fin_Rays,6276.722781,Ventral2
C2,Aquatic,Proximal_Fin_Rays,6052.518355,Ventral2
C2,Aquatic,Proximal_Fin_Rays,6025.615728,Ventral2
C2,Aquatic,Proximal_Fin_Rays,6024.198356,Ventral1
C2,Aquatic,Proximal_Fin_Rays,5956.862118,Ventral1
C2,Aquatic,Proximal_Fin_Rays,6076.03238,Ventral1
C2,Aquatic,Proximal_Fin_Rays,6317.812572,Ventral1
C2,Aquatic,Proximal_Fin_Rays,6253.08397,Ventral1
C2,Aquatic,Distal_Fin_Rays,2498.243734,Proximal1
C2,Aquatic,Distal_Fin_Rays,2566.609741,Mid-Proximal1
C2,Aquatic,Distal_Fin_Rays,1108.397105,Mid1
C2,Aquatic,Distal_Fin_Rays,1364.175555,Mid-Distal1
C2,Aquatic,Distal_Fin_Rays,1410.6342,Distal1
C2,Aquatic,Distal_Fin_Rays,1530.620368,Proximal2
C2,Aquatic,Distal_Fin_Rays,809.9738428,Mid-Proximal2
C2,Aquatic,Distal_Fin_Rays,609.830579,Mid2
C2,Aquatic,Distal_Fin_Rays,1095.214561,Mid-Distal2
C2,Aquatic,Distal_Fin_Rays,915.1393195,Distal2
C2,Aquatic,Distal_Fin_Rays,2395.794744,Proximal3
C2,Aquatic,Distal_Fin_Rays,2951.328591,Mid-Proximal3
C2,Aquatic,Distal_Fin_Rays,1451.440248,Mid3
C2,Aquatic,Distal_Fin_Rays,1022.378157,Mid-Distal3
C2,Aquatic,Distal_Fin_Rays,422.7160853,Distal3
C2,Aquatic,Distal_Fin_Rays,1218.003606,Proximal4
C2,Aquatic,Distal_Fin_Rays,1606.873977,Mid-Proximal4
C2,Aquatic,Distal_Fin_Rays,1405.402803,Mid4
C2,Aquatic,Distal_Fin_Rays,724.6492789,Mid-Distal4
C2,Aquatic,Distal_Fin_Rays,470.3265968,Distal4
C2,Aquatic,Distal_Fin_Rays,2373.595191,Proximal5
C2,Aquatic,Distal_Fin_Rays,1904.47807,Mid-Proximal5
C2,Aquatic,Distal_Fin_Rays,1486.209551,Mid5
C2,Aquatic,Distal_Fin_Rays,1116.524104,Mid-Distal5
C2,Aquatic,Distal_Fin_Rays,438.3943419,Distal5
C2,Aquatic,Distal_Fin_Rays,4958.367751,Proximal6
C2,Aquatic,Distal_Fin_Rays,4480.840271,Mid-Proximal6
C2,Aquatic,Distal_Fin_Rays,3341.712132,Mid6
C2,Aquatic,Distal_Fin_Rays,2955.096157,Mid-Distal6
C2,Aquatic,Distal_Fin_Rays,1964.170325,Distal6
C2,Aquatic,Distal_Fin_Rays,4860.353066,Proximal7
C2,Aquatic,Distal_Fin_Rays,5168.476778,Mid-Proximal7
C2,Aquatic,Distal_Fin_Rays,3877.261851,Mid7
C2,Aquatic,Distal_Fin_Rays,2618.860549,Mid-Distal7
C2,Aquatic,Distal_Fin_Rays,2375.48291,Distal7
C2,Aquatic,Distal_Fin_Rays,5468.031558,Proximal8
C2,Aquatic,Distal_Fin_Rays,3987.905032,Mid-Proximal8
C2,Aquatic,Distal_Fin_Rays,3836.818449,Mid8
C2,Aquatic,Distal_Fin_Rays,2537.016352,Mid-Distal8
C2,Aquatic,Distal_Fin_Rays,1989.519467,Distal8
C2,Aquatic,Distal_Fin_Rays,4447.916067,Proximal9
C2,Aquatic,Distal_Fin_Rays,3560.703975,Mid-Proximal9
C2,Aquatic,Distal_Fin_Rays,2643.228108,Mid9
C2,Aquatic,Distal_Fin_Rays,2699.837582,Mid-Distal9
C2,Aquatic,Distal_Fin_Rays,2209.646091,Distal9
C2,Aquatic,Distal_Fin_Rays,5078.670107,Proximal10
C2,Aquatic,Distal_Fin_Rays,3235.806197,Mid-Proximal10
C2,Aquatic,Distal_Fin_Rays,2253.225067,Mid10
C2,Aquatic,Distal_Fin_Rays,2408.487169,Mid-Distal10
C2,Aquatic,Distal_Fin_Rays,2002.809135,Distal10
C2,Aquatic,Prop_Metap,6686.373989,propterygium
C2,Aquatic,Prop_Metap,6328.347358,propterygium
C2,Aquatic,Prop_Metap,6742.696072,propterygium
C2,Aquatic,Prop_Metap,10071.23006,propterygium
C2,Aquatic,Prop_Metap,9889.75722,propterygium
C2,Aquatic,Prop_Metap,10142.07565,metapterygium
C2,Aquatic,Prop_Metap,10125.32558,metapterygium
C2,Aquatic,Prop_Metap,9599.523158,metapterygium
C2,Aquatic,Prop_Metap,6724.718881,metapterygium
C2,Aquatic,Prop_Metap,6165.482933,metapterygium
bluered,Terrestrial,Radials,5276.947314,Dorsal1
bluered,Terrestrial,Radials,4856.128278,Dorsal1
bluered,Terrestrial,Radials,5095.094021,Dorsal1
bluered,Terrestrial,Radials,5257.28229,Dorsal1
bluered,Terrestrial,Radials,5538.355683,Dorsal1
bluered,Terrestrial,Radials,5948.371378,Dorsal2
bluered,Terrestrial,Radials,5807.541342,Dorsal2
bluered,Terrestrial,Radials,5686.062696,Dorsal2
bluered,Terrestrial,Radials,6088.31463,Dorsal2
bluered,Terrestrial,Radials,6065.870773,Dorsal2
bluered,Terrestrial,Radials,7622.497211,Dorsal3
bluered,Terrestrial,Radials,7492.134743,Dorsal3
bluered,Terrestrial,Radials,7697.933234,Dorsal3
bluered,Terrestrial,Radials,8329.28724,Dorsal3
bluered,Terrestrial,Radials,8027.108161,Dorsal3
bluered,Terrestrial,Radials,7402.384325,Dorsal4
bluered,Terrestrial,Radials,7433.514804,Dorsal4
bluered,Terrestrial,Radials,7178.698887,Dorsal4
bluered,Terrestrial,Radials,7312.210399,Dorsal4
bluered,Terrestrial,Radials,7107.69473,Dorsal4
bluered,Terrestrial,Radials,7816.56868,Dorsal5
bluered,Terrestrial,Radials,7872.608626,Dorsal5
bluered,Terrestrial,Radials,7660.373884,Dorsal5
bluered,Terrestrial,Radials,7665.708113,Dorsal5
bluered,Terrestrial,Radials,7695.667284,Dorsal5
bluered,Terrestrial,Radials,7881.237441,Dorsal6
bluered,Terrestrial,Radials,7629.212657,Dorsal6
bluered,Terrestrial,Radials,7642.319666,Dorsal6
bluered,Terrestrial,Radials,8228.244377,Dorsal6
bluered,Terrestrial,Radials,7781.4774,Dorsal6
bluered,Terrestrial,Radials,8268.97778,Dorsal7
bluered,Terrestrial,Radials,8020.878129,Dorsal7
bluered,Terrestrial,Radials,7916.948608,Dorsal7
bluered,Terrestrial,Radials,8065.189413,Dorsal7
bluered,Terrestrial,Radials,8079.685429,Dorsal7
bluered,Terrestrial,Radials,7600.154619,Ventral6
bluered,Terrestrial,Radials,7742.39088,Ventral6
bluered,Terrestrial,Radials,7674.901468,Ventral6
bluered,Terrestrial,Radials,7749.728264,Ventral6
bluered,Terrestrial,Radials,7521.757732,Ventral6
bluered,Terrestrial,Radials,8698.502706,Ventral5
bluered,Terrestrial,Radials,8317.194108,Ventral5
bluered,Terrestrial,Radials,8594.85443,Ventral5
bluered,Terrestrial,Radials,8120.115448,Ventral5
bluered,Terrestrial,Radials,8850.793278,Ventral5
bluered,Terrestrial,Radials,9613.11037,Ventral4
bluered,Terrestrial,Radials,9609.650972,Ventral4
bluered,Terrestrial,Radials,9547.888138,Ventral4
bluered,Terrestrial,Radials,9688.270887,Ventral4
bluered,Terrestrial,Radials,9681.658346,Ventral4
bluered,Terrestrial,Radials,10881.32603,Ventral3
bluered,Terrestrial,Radials,10868.90533,Ventral3
bluered,Terrestrial,Radials,10756.23589,Ventral3
bluered,Terrestrial,Radials,10639.08784,Ventral3
bluered,Terrestrial,Radials,10789.18257,Ventral3
bluered,Terrestrial,Radials,11140.7456,Ventral2
bluered,Terrestrial,Radials,10896.13076,Ventral2
bluered,Terrestrial,Radials,11323.94772,Ventral2
bluered,Terrestrial,Radials,10863.61702,Ventral2
bluered,Terrestrial,Radials,10904.51441,Ventral2
bluered,Terrestrial,Radials,9342.220431,Ventral1
bluered,Terrestrial,Radials,9457.424357,Ventral1
bluered,Terrestrial,Radials,9167.979616,Ventral1
bluered,Terrestrial,Radials,9332.029188,Ventral1
bluered,Terrestrial,Radials,9395.52992,Ventral1
bluered,Terrestrial,Proximal_Fin_Rays,10732.57931,Dorsal1
bluered,Terrestrial,Proximal_Fin_Rays,11177.6334,Dorsal1
bluered,Terrestrial,Proximal_Fin_Rays,11997.50285,Dorsal1
bluered,Terrestrial,Proximal_Fin_Rays,11960.05378,Dorsal1
bluered,Terrestrial,Proximal_Fin_Rays,12708.16922,Dorsal1
bluered,Terrestrial,Proximal_Fin_Rays,12383.98373,Dorsal2
bluered,Terrestrial,Proximal_Fin_Rays,12418.66094,Dorsal2
bluered,Terrestrial,Proximal_Fin_Rays,12799.73585,Dorsal2
bluered,Terrestrial,Proximal_Fin_Rays,12722.74191,Dorsal2
bluered,Terrestrial,Proximal_Fin_Rays,12485.73258,Dorsal2
bluered,Terrestrial,Proximal_Fin_Rays,13979.0727,Dorsal3
bluered,Terrestrial,Proximal_Fin_Rays,13906.40404,Dorsal3
bluered,Terrestrial,Proximal_Fin_Rays,13758.67529,Dorsal3
bluered,Terrestrial,Proximal_Fin_Rays,13923.85559,Dorsal3
bluered,Terrestrial,Proximal_Fin_Rays,13775.20644,Dorsal3
bluered,Terrestrial,Proximal_Fin_Rays,15767.82563,Dorsal4
bluered,Terrestrial,Proximal_Fin_Rays,15950.16351,Dorsal4
bluered,Terrestrial,Proximal_Fin_Rays,15084.39165,Dorsal4
bluered,Terrestrial,Proximal_Fin_Rays,15390.36877,Dorsal4
bluered,Terrestrial,Proximal_Fin_Rays,16703.84605,Dorsal4
bluered,Terrestrial,Proximal_Fin_Rays,16938.84853,Dorsal5
bluered,Terrestrial,Proximal_Fin_Rays,16518.18119,Dorsal5
bluered,Terrestrial,Proximal_Fin_Rays,17174.64432,Dorsal5
bluered,Terrestrial,Proximal_Fin_Rays,17151.69824,Dorsal5
bluered,Terrestrial,Proximal_Fin_Rays,16312.96241,Dorsal5
bluered,Terrestrial,Proximal_Fin_Rays,15797.82005,Ventral5
bluered,Terrestrial,Proximal_Fin_Rays,15553.94154,Ventral5
bluered,Terrestrial,Proximal_Fin_Rays,14593.08381,Ventral5
bluered,Terrestrial,Proximal_Fin_Rays,15406.97905,Ventral5
