 ,Mean
1,0.000
2,0.000
3,0.000
4,0.000
5,0.000
6,775.759
7,746.969
8,787.352
9,941.360
10,791.744
11,2491.175
12,2656.561
13,2462.347
14,2585.455
15,2385.324
16,9091.968
17,9044.547
18,9155.802
19,9099.471
20,9002.128
21,24021.922
22,24019.159
23,24093.895
24,24130.621
25,24180.682
