 ,Mean
1,0.000
2,0.000
3,0.000
4,0.000
5,0.000
6,1167.727
7,1047.589
8,1106.649
9,1184.316
10,1428.408
11,3751.562
12,3792.201
13,3699.014
14,3793.912
15,3746.023
16,13206.839
17,13183.887
18,13108.553
19,13156.115
20,13227.982
21,31894.195
22,31833.265
23,32073.495
24,32119.658
25,32129.639
